word,category,n_tokens,pos,token_id,token,next_token_id,final_top1_token,probe,raw_top1,raw_top1_prob,raw_self_rank,raw_next_rank,raw_final1_rank,normed_top1,normed_top1_prob,normed_self_rank,normed_next_rank,normed_final1_rank,raw_top5,normed_top5
table,common_noun,1,0,11487,table,,.,layer_9,",",0.942295,7588,,5,",",0.028467,10522,,4,",:0.9423;Ġthe:0.0577;):0.0000;%:0.0000;*:0.0000",",:0.0285;Ġthe:0.0247;Ġand:0.0184;.:0.0154;Ċ:0.0152"
table,common_noun,1,0,11487,table,,.,layer_10,",",0.974429,7596,,5,",",0.028863,10509,,4,",:0.9744;Ġthe:0.0256;):0.0000;%:0.0000;*:0.0000",",:0.0289;Ġthe:0.0248;Ġand:0.0186;.:0.0156;Ċ:0.0153"
table,common_noun,1,0,11487,table,,.,layer_11,",",0.994354,7614,,5,",",0.029596,10463,,4,",:0.9944;Ġthe:0.0056;):0.0000;%:0.0000;*:0.0000",",:0.0296;Ġthe:0.0249;Ġand:0.0189;.:0.0160;Ċ:0.0154"
table,common_noun,1,0,11487,table,,.,layer_12,",",0.999997,2972,,2,.,0.072083,897,,1,",:1.0000;.:0.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000",".:0.0721;,:0.0546;Ċ:0.0285;Ġand:0.0226;Ġof:0.0184"
table,common_noun,1,0,11487,table,,.,final_logits,.,0.072083,897,,1,,,,,,".:0.0721;,:0.0546;Ċ:0.0285;Ġand:0.0226;Ġof:0.0184",
water,common_noun,1,0,7050,water,,",",emb,water,0.6906,1,,50152,water,1.0,1,,48493,water:0.6906;waters:0.0048;Water:0.0021;ewater:0.0009;ĠWater:0.0004,water:1.0000;waters:0.0000;Water:0.0000;ewater:0.0000;Ġwater:0.0000
water,common_noun,1,0,7050,water,,",",layer_1,",",0.999444,1889,,1,",",0.038987,96,,1,",:0.9994;Ġthe:0.0006;Ġand:0.0000;.:0.0000;-:0.0000",",:0.0390;Ġand:0.0380;Ċ:0.0240;Ġwater:0.0133;.:0.0113"
water,common_noun,1,0,7050,water,,",",layer_2,",",0.99995,3093,,1,",",0.06914,2780,,1,",:1.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000;.:0.0000",",:0.0691;Ġand:0.0423;Ġthe:0.0392;Ċ:0.0301;.:0.0292"
water,common_noun,1,0,7050,water,,",",layer_3,",",0.976816,4649,,1,",",0.029212,5703,,1,",:0.9768;Ġthe:0.0232;):0.0000;%:0.0000;*:0.0000",",:0.0292;Ġthe:0.0254;Ġand:0.0196;Ċ:0.0151;.:0.0151"
water,common_noun,1,0,7050,water,,",",layer_4,",",0.958538,4652,,1,",",0.02923,5826,,1,",:0.9585;Ġthe:0.0415;):0.0000;%:0.0000;*:0.0000",",:0.0292;Ġthe:0.0257;Ġand:0.0195;Ċ:0.0152;.:0.0151"
water,common_noun,1,0,7050,water,,",",layer_5,",",0.946349,4679,,1,",",0.028913,5934,,1,",:0.9463;Ġthe:0.0537;):0.0000;%:0.0000;*:0.0000",",:0.0289;Ġthe:0.0256;Ġand:0.0193;Ċ:0.0151;.:0.0150"
water,common_noun,1,0,7050,water,,",",layer_6,",",0.951335,4697,,1,",",0.028486,5933,,1,",:0.9513;Ġthe:0.0487;):0.0000;%:0.0000;*:0.0000",",:0.0285;Ġthe:0.0252;Ġand:0.0190;Ċ:0.0149;.:0.0149"
water,common_noun,1,0,7050,water,,",",layer_7,",",0.967487,4704,,1,",",0.028343,5920,,1,",:0.9675;Ġthe:0.0325;):0.0000;%:0.0000;*:0.0000",",:0.0283;Ġthe:0.0249;Ġand:0.0189;.:0.0148;Ċ:0.0147"
water,common_noun,1,0,7050,water,,",",layer_8,",",0.976316,4713,,1,",",0.028388,5898,,1,",:0.9763;Ġthe:0.0237;):0.0000;%:0.0000;*:0.0000",",:0.0284;Ġthe:0.0248;Ġand:0.0189;.:0.0148;Ċ:0.0147"
water,common_noun,1,0,7050,water,,",",layer_9,",",0.988893,4720,,1,",",0.028658,5861,,1,",:0.9889;Ġthe:0.0111;):0.0000;%:0.0000;*:0.0000",",:0.0287;Ġthe:0.0248;Ġand:0.0190;.:0.0149;Ċ:0.0148"
water,common_noun,1,0,7050,water,,",",layer_10,",",0.995346,4706,,1,",",0.029055,5778,,1,",:0.9953;Ġthe:0.0047;):0.0000;%:0.0000;*:0.0000",",:0.0291;Ġthe:0.0248;Ġand:0.0192;.:0.0152;Ċ:0.0148"
water,common_noun,1,0,7050,water,,",",layer_11,",",0.999118,4688,,1,",",0.029796,5667,,1,",:0.9991;Ġthe:0.0009;):0.0000;%:0.0000;*:0.0000",",:0.0298;Ġthe:0.0249;Ġand:0.0195;.:0.0156;Ċ:0.0149"
water,common_noun,1,0,7050,water,,",",layer_12,",",1.0,2505,,1,",",0.059542,623,,1,",:1.0000;.:0.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000",",:0.0595;.:0.0479;Ġand:0.0303;-:0.0212;Ċ:0.0204"
water,common_noun,1,0,7050,water,,",",final_logits,",",0.059542,623,,1,,,,,,",:0.0595;.:0.0479;Ġand:0.0303;-:0.0212;Ċ:0.0204",
music,common_noun,1,0,28965,music,,.,emb,music,0.382967,1,,50205,music,1.0,1,,48535,music:0.3830;Music:0.0063;ĠMusic:0.0014;Ġmusic:0.0007;Song:0.0005,music:1.0000;Music:0.0000;ĠMusic:0.0000;Ġcorrid:0.0000;Ġmusic:0.0000
music,common_noun,1,0,28965,music,,.,layer_1,",",0.999927,11532,,3,",",0.042788,4575,,4,",:0.9999;Ġthe:0.0001;.:0.0000;Ġand:0.0000;-:0.0000",",:0.0428;Ċ:0.0285;Ġand:0.0228;.:0.0212;/:0.0133"
music,common_noun,1,0,28965,music,,.,layer_2,",",0.999958,11904,,5,",",0.069128,15542,,5,",:1.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000;.:0.0000",",:0.0691;Ġand:0.0390;Ċ:0.0365;Ġthe:0.0365;.:0.0334"
music,common_noun,1,0,28965,music,,.,layer_3,",",0.973987,13931,,5,",",0.02927,24838,,5,",:0.9740;Ġthe:0.0260;):0.0000;%:0.0000;*:0.0000",",:0.0293;Ġthe:0.0251;Ġand:0.0193;Ċ:0.0160;.:0.0157"
music,common_noun,1,0,28965,music,,.,layer_4,",",0.952364,13865,,5,",",0.029297,24891,,5,",:0.9524;Ġthe:0.0476;):0.0000;%:0.0000;*:0.0000",",:0.0293;Ġthe:0.0254;Ġand:0.0192;Ċ:0.0160;.:0.0157"
music,common_noun,1,0,28965,music,,.,layer_5,",",0.940408,13877,,5,",",0.028974,25097,,5,",:0.9404;Ġthe:0.0596;):0.0000;%:0.0000;*:0.0000",",:0.0290;Ġthe:0.0253;Ġand:0.0190;Ċ:0.0158;.:0.0155"
music,common_noun,1,0,28965,music,,.,layer_6,",",0.950296,13861,,5,",",0.028557,24991,,5,",:0.9503;Ġthe:0.0497;):0.0000;%:0.0000;*:0.0000",",:0.0286;Ġthe:0.0249;Ġand:0.0188;Ċ:0.0156;.:0.0154"
music,common_noun,1,0,28965,music,,.,layer_7,",",0.961956,13840,,5,",",0.028399,24735,,5,",:0.9620;Ġthe:0.0380;):0.0000;%:0.0000;*:0.0000",",:0.0284;Ġthe:0.0247;Ġand:0.0187;Ċ:0.0154;.:0.0153"
music,common_noun,1,0,28965,music,,.,layer_8,",",0.972461,13816,,5,",",0.028444,24430,,5,",:0.9725;Ġthe:0.0275;):0.0000;%:0.0000;*:0.0000",",:0.0284;Ġthe:0.0246;Ġand:0.0186;Ċ:0.0154;.:0.0153"
music,common_noun,1,0,28965,music,,.,layer_9,",",0.98661,13803,,5,",",0.02873,24225,,4,",:0.9866;Ġthe:0.0134;):0.0000;%:0.0000;*:0.0000",",:0.0287;Ġthe:0.0245;Ġand:0.0188;.:0.0154;Ċ:0.0154"
music,common_noun,1,0,28965,music,,.,layer_10,",",0.994011,13734,,5,",",0.029115,23856,,4,",:0.9940;Ġthe:0.0060;):0.0000;%:0.0000;*:0.0000",",:0.0291;Ġthe:0.0246;Ġand:0.0189;.:0.0157;Ċ:0.0155"
music,common_noun,1,0,28965,music,,.,layer_11,",",0.998652,13654,,5,",",0.029856,23161,,4,",:0.9987;Ġthe:0.0013;):0.0000;%:0.0000;*:0.0000",",:0.0299;Ġthe:0.0247;Ġand:0.0193;.:0.0161;Ċ:0.0156"
music,common_noun,1,0,28965,music,,.,layer_12,",",0.999996,7649,,2,.,0.085466,3700,,1,",:1.0000;.:0.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000",".:0.0855;,:0.0605;Ċ:0.0345;Ġand:0.0287;-:0.0189"
music,common_noun,1,0,28965,music,,.,final_logits,.,0.085466,3700,,1,,,,,,".:0.0855;,:0.0605;Ċ:0.0345;Ġand:0.0287;-:0.0189",
idea,common_noun,2,0,485,ide,64,",",emb,ide,0.809748,1,29838,37790,ide,1.0,1,16651,41657,ide:0.8097;ides:0.0117;IDE:0.0057;IDES:0.0017;ided:0.0010,ide:1.0000;ides:0.0000;IDE:0.0000;IDES:0.0000;iding:0.0000
idea,common_noun,2,0,485,ide,64,",",layer_1,Ġthe,0.724768,837,44,2,Ċ,0.036894,181,169,2,"Ġthe:0.7248;,:0.2752;Ġand:0.0000;.:0.0000;Ċ:0.0000","Ċ:0.0369;,:0.0293;Ġthe:0.0245;Ġand:0.0237;Ġof:0.0141"
idea,common_noun,2,0,485,ide,64,",",layer_2,",",0.755828,994,41,1,",",0.061943,967,90,1,",:0.7558;Ġthe:0.2442;-:0.0000;Ġand:0.0000;.:0.0000",",:0.0619;Ġthe:0.0517;Ġand:0.0384;Ċ:0.0321;.:0.0267"
idea,common_noun,2,0,485,ide,64,",",layer_3,Ġthe,0.990561,1488,55,2,",",0.028659,1541,121,1,"Ġthe:0.9906;,:0.0094;):0.0000;%:0.0000;*:0.0000",",:0.0287;Ġthe:0.0274;Ġand:0.0193;Ċ:0.0154;.:0.0148"
idea,common_noun,2,0,485,ide,64,",",layer_4,Ġthe,0.994547,1488,55,2,",",0.028676,1565,120,1,"Ġthe:0.9945;,:0.0055;):0.0000;%:0.0000;*:0.0000",",:0.0287;Ġthe:0.0275;Ġand:0.0192;Ċ:0.0155;.:0.0149"
idea,common_noun,2,0,485,ide,64,",",layer_5,Ġthe,0.99527,1490,55,2,",",0.028396,1585,120,1,"Ġthe:0.9953;,:0.0047;):0.0000;%:0.0000;*:0.0000",",:0.0284;Ġthe:0.0272;Ġand:0.0190;Ċ:0.0153;.:0.0148"
idea,common_noun,2,0,485,ide,64,",",layer_6,Ġthe,0.994365,1498,56,2,",",0.028003,1592,120,1,"Ġthe:0.9944;,:0.0056;):0.0000;%:0.0000;*:0.0000",",:0.0280;Ġthe:0.0268;Ġand:0.0188;Ċ:0.0151;.:0.0146"
idea,common_noun,2,0,485,ide,64,",",layer_7,Ġthe,0.991501,1499,56,2,",",0.027893,1577,120,1,"Ġthe:0.9915;,:0.0085;):0.0000;%:0.0000;*:0.0000",",:0.0279;Ġthe:0.0265;Ġand:0.0187;Ċ:0.0149;.:0.0146"
idea,common_noun,2,0,485,ide,64,",",layer_8,Ġthe,0.988296,1498,56,2,",",0.02794,1561,119,1,"Ġthe:0.9883;,:0.0117;):0.0000;%:0.0000;*:0.0000",",:0.0279;Ġthe:0.0263;Ġand:0.0187;Ċ:0.0149;.:0.0146"
idea,common_noun,2,0,485,ide,64,",",layer_9,Ġthe,0.978245,1500,56,2,",",0.028216,1546,119,1,"Ġthe:0.9782;,:0.0218;):0.0000;%:0.0000;*:0.0000",",:0.0282;Ġthe:0.0263;Ġand:0.0188;Ċ:0.0150;.:0.0147"
idea,common_noun,2,0,485,ide,64,",",layer_10,Ġthe,0.958489,1501,57,2,",",0.0286,1530,120,1,"Ġthe:0.9585;,:0.0415;):0.0000;%:0.0000;*:0.0000",",:0.0286;Ġthe:0.0264;Ġand:0.0189;Ċ:0.0151;.:0.0150"
idea,common_noun,2,0,485,ide,64,",",layer_11,Ġthe,0.874935,1497,57,2,",",0.029285,1517,119,1,"Ġthe:0.8749;,:0.1251;):0.0000;%:0.0000;*:0.0000",",:0.0293;Ġthe:0.0266;Ġand:0.0193;.:0.0154;Ċ:0.0151"
idea,common_noun,2,0,485,ide,64,",",layer_12,",",0.999495,940,36,1,",",0.049662,247,35,1,",:0.9995;Ġthe:0.0005;.:0.0000;-:0.0000;Ġand:0.0000",",:0.0497;.:0.0402;Ġand:0.0272;Ġof:0.0268;Ċ:0.0264"
idea,common_noun,2,0,485,ide,64,",",final_logits,",",0.049662,247,35,1,,,,,,",:0.0497;.:0.0402;Ġand:0.0272;Ġof:0.0268;Ċ:0.0264",
idea,common_noun,2,1,64,a,,",",emb,a,0.055212,1,,118,a,1.0,1,,47472,a:0.0552;i:0.0008;an:0.0006;e:0.0006;as:0.0004,a:1.0000;Ġoccas:0.0000;Ġdestro:0.0000;Ġtremend:0.0000;Ġchalleng:0.0000
idea,common_noun,2,1,64,a,,",",layer_1,",",0.582136,9,,1,que,0.101908,2,,20,",:0.5821;Ġthe:0.1913;-:0.0932;.:0.0704;Ġa:0.0455",que:0.1019;a:0.0329;ft:0.0123;str:0.0119;Ġa:0.0117
idea,common_noun,2,1,64,a,,",",layer_2,",",0.799935,17,,1,que,0.203697,39,,4,",:0.7999;.:0.0922;-:0.0875;'s:0.0069;::0.0048","que:0.2037;q:0.0906;Ġburst:0.0190;,:0.0182;ÂŃ:0.0167"
idea,common_noun,2,1,64,a,,",",layer_3,",",0.789258,67,,1,que,0.365827,289,,3,",:0.7893;.:0.1172;-:0.0660;'s:0.0167;::0.0077","que:0.3658;q:0.0299;,:0.0215;ik:0.0182;j:0.0176"
idea,common_noun,2,1,64,a,,",",layer_4,",",0.915572,162,,1,que,0.18966,975,,2,",:0.9156;.:0.0491;-:0.0159;'s:0.0126;::0.0062","que:0.1897;,:0.0688;::0.0579;'s:0.0523;.:0.0294"
idea,common_noun,2,1,64,a,,",",layer_5,",",0.987005,131,,1,",",0.113441,1314,,1,",:0.9870;.:0.0105;-:0.0019;'s:0.0003;::0.0002",",:0.1134;ik:0.0611;que:0.0597;::0.0544;'s:0.0481"
idea,common_noun,2,1,64,a,,",",layer_6,",",0.99615,107,,1,",",0.176477,1510,,1,",:0.9962;.:0.0035;-:0.0003;Ġand:0.0000;::0.0000",",:0.1765;::0.1406;'s:0.0820;.:0.0791;ĠTribe:0.0240"
idea,common_noun,2,1,64,a,,",",layer_7,",",0.999657,90,,1,",",0.321255,1195,,1,",:0.9997;.:0.0003;-:0.0000;Ġand:0.0000;'s:0.0000",",:0.3213;'s:0.1626;::0.1127;.:0.1058;Ġand:0.0215"
idea,common_noun,2,1,64,a,,",",layer_8,",",0.999992,84,,1,",",0.293167,970,,1,",:1.0000;-:0.0000;.:0.0000;Ġand:0.0000;'s:0.0000",",:0.2932;'s:0.2051;::0.0588;.:0.0574;Ġ(:0.0388"
idea,common_noun,2,1,64,a,,",",layer_9,",",1.0,88,,1,",",0.324888,1203,,1,",:1.0000;.:0.0000;-:0.0000;Ġand:0.0000;'s:0.0000",",:0.3249;'s:0.2921;.:0.0538;::0.0435;Ġ(:0.0354"
idea,common_noun,2,1,64,a,,",",layer_10,",",1.0,92,,1,",",0.396581,1383,,1,",:1.0000;.:0.0000;-:0.0000;Ġand:0.0000;'s:0.0000",",:0.3966;'s:0.2784;.:0.0398;::0.0381;Ġand:0.0311"
idea,common_noun,2,1,64,a,,",",layer_11,",",1.0,92,,1,",",0.260007,1073,,1,",:1.0000;.:0.0000;Ġand:0.0000;-:0.0000;Ġthe:0.0000",",:0.2600;'s:0.0934;.:0.0526;Ġand:0.0474;Ġ(:0.0354"
idea,common_noun,2,1,64,a,,",",layer_12,",",1.0,81,,1,",",0.133842,524,,1,",:1.0000;Ġthe:0.0000;-:0.0000;.:0.0000;Ġand:0.0000",",:0.1338;.:0.0465;'s:0.0424;Ġand:0.0328;Ġ(:0.0277"
idea,common_noun,2,1,64,a,,",",final_logits,",",0.133841,524,,1,,,,,,",:0.1338;.:0.0465;'s:0.0424;Ġand:0.0328;Ġ(:0.0277",
house,common_noun,1,0,4803,house,,",",emb,house,0.749421,1,,45589,house,1.0,1,,38041,house:0.7494;houses:0.0506;House:0.0011;HOU:0.0011;ĠHOUSE:0.0004,house:1.0000;houses:0.0000;House:0.0000;HOU:0.0000;ĠHOUSE:0.0000
house,common_noun,1,0,4803,house,,",",layer_1,",",0.999804,1244,,1,",",0.051899,28,,1,",:0.9998;Ġthe:0.0002;.:0.0000;Ġand:0.0000;-:0.0000",",:0.0519;Ġand:0.0318;.:0.0205;Ċ:0.0196;Ġof:0.0147"
house,common_noun,1,0,4803,house,,",",layer_2,",",0.999967,3064,,1,",",0.072697,1516,,1,",:1.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000;.:0.0000",",:0.0727;Ġand:0.0416;Ġthe:0.0401;.:0.0329;Ċ:0.0282"
house,common_noun,1,0,4803,house,,",",layer_3,",",0.978361,3461,,1,",",0.029541,3556,,1,",:0.9784;Ġthe:0.0216;):0.0000;%:0.0000;*:0.0000",",:0.0295;Ġthe:0.0256;Ġand:0.0195;.:0.0155;Ċ:0.0149"
house,common_noun,1,0,4803,house,,",",layer_4,",",0.961116,3481,,1,",",0.02953,3649,,1,",:0.9611;Ġthe:0.0389;):0.0000;%:0.0000;*:0.0000",",:0.0295;Ġthe:0.0259;Ġand:0.0195;.:0.0155;Ċ:0.0150"
house,common_noun,1,0,4803,house,,",",layer_5,",",0.949786,3494,,1,",",0.029186,3704,,1,",:0.9498;Ġthe:0.0502;):0.0000;%:0.0000;*:0.0000",",:0.0292;Ġthe:0.0257;Ġand:0.0192;.:0.0154;Ċ:0.0149"
house,common_noun,1,0,4803,house,,",",layer_6,",",0.958866,3496,,1,",",0.028756,3741,,1,",:0.9589;Ġthe:0.0411;):0.0000;%:0.0000;*:0.0000",",:0.0288;Ġthe:0.0253;Ġand:0.0190;.:0.0152;Ċ:0.0147"
house,common_noun,1,0,4803,house,,",",layer_7,",",0.974104,3499,,1,",",0.028628,3755,,1,",:0.9741;Ġthe:0.0259;):0.0000;%:0.0000;*:0.0000",",:0.0286;Ġthe:0.0251;Ġand:0.0189;.:0.0151;Ċ:0.0146"
house,common_noun,1,0,4803,house,,",",layer_8,",",0.981652,3501,,1,",",0.02865,3749,,1,",:0.9817;Ġthe:0.0183;):0.0000;%:0.0000;*:0.0000",",:0.0287;Ġthe:0.0249;Ġand:0.0188;.:0.0151;Ċ:0.0145"
house,common_noun,1,0,4803,house,,",",layer_9,",",0.991146,3510,,1,",",0.028927,3767,,1,",:0.9911;Ġthe:0.0089;):0.0000;%:0.0000;*:0.0000",",:0.0289;Ġthe:0.0249;Ġand:0.0190;.:0.0153;Ċ:0.0146"
house,common_noun,1,0,4803,house,,",",layer_10,",",0.996108,3517,,1,",",0.029337,3777,,1,",:0.9961;Ġthe:0.0039;):0.0000;%:0.0000;*:0.0000",",:0.0293;Ġthe:0.0249;Ġand:0.0191;.:0.0155;Ċ:0.0147"
house,common_noun,1,0,4803,house,,",",layer_11,",",0.999278,3512,,1,",",0.030095,3749,,1,",:0.9993;Ġthe:0.0007;):0.0000;%:0.0000;*:0.0000",",:0.0301;Ġthe:0.0251;Ġand:0.0195;.:0.0160;Ċ:0.0147"
house,common_noun,1,0,4803,house,,",",layer_12,",",1.0,1541,,1,",",0.0653,451,,1,",:1.0000;.:0.0000;Ġthe:0.0000;-:0.0000;Ġand:0.0000",",:0.0653;.:0.0567;Ġand:0.0317;Ġof:0.0253;-:0.0201"
house,common_noun,1,0,4803,house,,",",final_logits,",",0.0653,451,,1,,,,,,",:0.0653;.:0.0567;Ġand:0.0317;Ġof:0.0253;-:0.0201",
science,common_noun,1,0,16801,science,,.,emb,science,0.610598,1,,50194,science,1.0,1,,48480,science:0.6106;Science:0.0049;scientific:0.0026;scient:0.0020;Ġscience:0.0013,science:1.0000;Ġmathemat:0.0000;Science:0.0000;scientific:0.0000;Ġscience:0.0000
science,common_noun,1,0,16801,science,,.,layer_1,",",0.999238,5123,,4,Ġand,0.059806,149,,4,",:0.9992;Ġthe:0.0007;Ġand:0.0001;.:0.0000;Ċ:0.0000","Ġand:0.0598;Ċ:0.0584;,:0.0572;.:0.0278;Ġof:0.0223"
science,common_noun,1,0,16801,science,,.,layer_2,",",0.999928,11456,,5,",",0.074126,8214,,5,",:0.9999;Ġthe:0.0001;-:0.0000;Ġand:0.0000;.:0.0000",",:0.0741;Ġand:0.0463;Ġthe:0.0384;Ċ:0.0371;.:0.0353"
science,common_noun,1,0,16801,science,,.,layer_3,",",0.969843,15325,,5,",",0.029776,19367,,5,",:0.9698;Ġthe:0.0302;):0.0000;%:0.0000;*:0.0000",",:0.0298;Ġthe:0.0254;Ġand:0.0201;Ċ:0.0160;.:0.0158"
science,common_noun,1,0,16801,science,,.,layer_4,",",0.944267,15345,,5,",",0.029815,19758,,5,",:0.9443;Ġthe:0.0557;):0.0000;%:0.0000;*:0.0000",",:0.0298;Ġthe:0.0258;Ġand:0.0200;Ċ:0.0161;.:0.0159"
